condition,layer,cv_mean,cv_std,control_cv_mean,control_cv_std
ONLY_MOVIE,50,1.0,0.0,0.5043040866308633,0.014116869240713582
ONLY_MOVIE,51,1.0,0.0,0.5006578586098207,0.02086744970706175
ONLY_MOVIE,52,1.0,0.0,0.5009873370454571,0.018484533459949676
ONLY_MOVIE,53,1.0,0.0,0.5006589568712727,0.022323108053462857
ONLY_MOVIE,54,0.9996683250414593,0.0006633499170812573,0.501647941308908,0.021913288120642794
ONLY_MOVIE,55,0.9996683250414593,0.0006633499170812573,0.5006523673025601,0.020985369461995404
ONLY_MOVIE,56,0.9996683250414593,0.0006633499170812573,0.5036341471450694,0.023104644700360215
ONLY_MOVIE,57,0.9990055242551042,0.0008119866644672036,0.5069497984690235,0.022862491950923717
ONLY_MOVIE,58,1.0,0.0,0.4963493789331489,0.021247855483406998
ONLY_MOVIE,59,0.9993371992136447,0.0008117623281792342,0.49965898981911633,0.018797882155591725
ONLY_MOVIE,60,0.9996688741721854,0.0006622516556291202,0.505958617508484,0.014303249290248706
ONLY_HOBBY,0,0.5453944406005294,0.0006285889611019767,0.5443999648556336,0.00036989977225646595
ONLY_HOBBY,1,1.0,0.0,0.5102659989237037,0.012735752765371132
ONLY_HOBBY,2,1.0,0.0,0.5042996935850549,0.01387120355248188
ONLY_HOBBY,3,1.0,0.0,0.5013179137425456,0.020682813615279908
ONLY_HOBBY,4,1.0,0.0,0.5066170252490307,0.017251622543755164
ONLY_HOBBY,5,1.0,0.0,0.5049657891557664,0.012267937030435699
ONLY_HOBBY,6,1.0,0.0,0.5029729937508923,0.017191186123686412
ONLY_HOBBY,7,1.0,0.0,0.4996617354727467,0.013091651889115504
ONLY_HOBBY,8,1.0,0.0,0.5006545638254642,0.01424466797498571
ONLY_HOBBY,9,1.0,0.0,0.5026451627074342,0.010599251174817192
ONLY_HOBBY,10,1.0,0.0,0.5043035375001372,0.01377903363484828
ONLY_HOBBY,11,1.0,0.0,0.5049630435021362,0.013616253013017277
ONLY_HOBBY,12,1.0,0.0,0.5049646908943143,0.014183240410383595
ONLY_HOBBY,13,1.0,0.0,0.5036379910601518,0.015021566213151564
ONLY_HOBBY,14,1.0,0.0,0.4976738822444071,0.018454772624766705
ONLY_HOBBY,15,1.0,0.0,0.49866890712002904,0.016587396735675764
ONLY_HOBBY,16,1.0,0.0,0.5043002427157809,0.01560178351801002
ONLY_HOBBY,17,1.0,0.0,0.49965844068839027,0.020668348969802595
ONLY_HOBBY,18,1.0,0.0,0.5006512690411078,0.018534042333748366
ONLY_HOBBY,19,1.0,0.0,0.4993245692069454,0.022571949394053135
ONLY_HOBBY,20,1.0,0.0,0.5046291720206912,0.02136375463988452
ONLY_HOBBY,21,1.0,0.0,0.5052958167221289,0.019488166508474642
ONLY_HOBBY,22,1.0,0.0,0.499330060514206,0.016669885757023613
ONLY_HOBBY,23,1.0,0.0,0.5056236477655871,0.021803933611991965
ONLY_HOBBY,24,1.0,0.0,0.4970077866736956,0.019601554319113368
ONLY_HOBBY,25,1.0,0.0,0.4946877093560893,0.015783732902140694
ONLY_HOBBY,26,1.0,0.0,0.4913780984701218,0.013515571668173645
ONLY_HOBBY,27,1.0,0.0,0.49734220728586653,0.015436271682209285
ONLY_HOBBY,28,1.0,0.0,0.4989967381634872,0.01667069265961003
ONLY_HOBBY,29,1.0,0.0,0.5003256345205539,0.014812182173835163
ONLY_HOBBY,30,1.0,0.0,0.4950221299682602,0.013020555819695367
ONLY_HOBBY,31,1.0,0.0,0.5029735428816183,0.017718293822376916
ONLY_HOBBY,32,1.0,0.0,0.5013157172196413,0.019373623186374728
ONLY_HOBBY,33,1.0,0.0,0.501647941308908,0.019672176531571245
ONLY_HOBBY,34,1.0,0.0,0.5042985953236028,0.016144218238371765
ONLY_HOBBY,35,1.0,0.0,0.5066164761183047,0.019491033406631192
ONLY_HOBBY,36,1.0,0.0,0.5033024721865287,0.02222031840697461
ONLY_HOBBY,37,1.0,0.0,0.508610918915357,0.017070884245831208
ONLY_HOBBY,38,1.0,0.0,0.499990664777657,0.018354607618536647
ONLY_HOBBY,39,1.0,0.0,0.5013151680889152,0.016004882410645353
ONLY_HOBBY,40,1.0,0.0,0.5033068652323373,0.012976138992899905
